ESG Corporate KPIs: Key Performance Indicators from Sustainalytics for corporate environmental, social, and governance metrics. Contains the full library of standard datafiles offered through Sustainalytics' Data Services solutions, including fields and indicators that have been discontinued but are still included in the historical dataset. In some cases, this also includes fields that are pending an upcoming release.

FieldId	FieldName	Description	FieldType	PossibleValues
181252482199	E.2.1.4 Sustainable Aquaculture Programmes-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252492199	E.2.1.5 Food & Beverage Sustainability Initiatives-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252502199	E.2.1.6 Green Outsourced Logistics Programmes-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252512199	E.2.1.7 Recycled Material Use-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252522199	E.2.1.8 FSC Certified Sourcing-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252532199	E.2.1.9 Sustainable Food Programmes-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252542199	E.3.1.1 Sustainable Products & Services-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252552199	E.3.1.10 Credit & Loan Standards-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252562199	E.3.1.11 Responsible Asset Management-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252572199	E.3.1.12 Real Estate LCA-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252582199	E.3.1.13 Green Buildings Investments-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252592199	E.3.1.14 Share of Green Buildings-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252602199	E.3.1.15 Sustainable Financial Initiatives-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252612199	E.3.1.16 Hazardous Products-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252622199	E.3.1.17 Carbon Intensity of Generation-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252642199	E.3.1.18 Transmission Loss Rate-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252652199	E.3.1.3 Fleet Emissions-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252662199	E.3.1.4 Fleet Emissions Trend-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252672199	E.3.1.5 Sustainable Mobility Products-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252682199	E.3.1.6 Eco-Design-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252692199	E.3.1.7 Product Stewardship Programmes-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252702199	E.3.1.8 Organic Products-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252712199	E.3.1.9 GMO Policy-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181252791499	E.3.1.19 Hazardous Substances Management-Answer Category-RR	This refers to the answer category selected by the analyst during indicator research, which corresponds to a particular management indicator raw score. Not linked to a specific material ESG issue.	String	NULL|{text}
181252792399	E.3.1.21 Carbon Intensity Trend of Generation-Raw Score-RR	The score that corresponds to the management indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance. Not linked to a specific material ESG issue.	Integer	NULL|min. 0 max. 100
181253112199	G.1.1 Bribery & Corruption Policy-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181253122199	G.1.1.1 Bribery & Corruption Programmes-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
181253132199	G.1.2 Whistleblower Programmes-Weight-Overall-RR	The weight of the management indicator for a specific material ESG issue as it relates to a company's overall management score. Linked to a specific material ESG issue.	Numerical	NULL|min. 0.00 max. 1.00
